"time","error_m1","error_m2","error_m3","error_m4","external_err"
8,6.67457682056715,0.759593684260589,6.38950651648135,0.80285332236144,0.3
9,7.11561907299344,0.811658612761068,6.74934661407993,0.859231923825786,0.3
10,7.5785764083569,0.867463823725279,7.28431123410937,0.916847390593381,0.3
11,8.04553802077017,0.925169728947317,7.72885357232571,0.9660026184024,0.3
12,8.4388476175448,0.974978071413743,8.12304789379936,1.00880025898802,0.3
13,8.77716164048223,1.01874298512423,8.493557349796,1.04958102724181,0.3
14,9.09578492553802,1.06065769171993,8.7042711400956,1.0905503576256,0.3
15,9.41186964669791,1.10276699493099,9.093803437985,1.13947338783295,0.3
16,9.7839784437831,1.15269417776106,9.52719218476303,1.19290918578145,0.3
17,10.1837833254105,1.2064299110937,9.81038841245524,1.23755427943801,0.3
18,10.512807198954,1.25043439768994,10.2313162132272,1.28481382951164,0.3
19,10.8545580731582,1.29566854829142,10.5365102541178,1.32368717631898,0.3
20,11.1322222630969,1.3318512014384,10.7888408797959,1.35332162075817,0.3
21,11.3407631032441,1.35842847952057,10.9398720227663,1.3640400041718,0.3
22,11.4160830878529,1.36733166071602,10.8744809765258,1.35783083702658,0.3
23,11.3729799826212,1.36077699264643,10.8479882384639,1.34806810209223,0.3
24,11.3047494341591,1.35099227330004,10.8041915095099,1.33806810209223,0.3
25,11.2345722404952,1.34099227330004,10.6804560304586,1.32806810209224,0.3
26,11.1641141831104,1.33099227330004,10.6682674275847,1.31806810209223,0.3
27,11.0933770234525,1.32099227330004,10.5651597304964,1.30806810209223,0.3
28,11.0223625299468,1.31099227330004,10.4713761369806,1.29806810209223,0.3
29,10.9510724779519,1.30099227330004,10.4499321703013,1.28806810209223,0.3
30,10.8795086497154,1.29099227330004,10.3479805377133,1.27806810209223,0.3
